L3(도메인),[AS-IS] L5 Name,[AS-IS] L6 Name,Activity_ID,[TO-BE] L5 Name,[TO-BE] L6 Name,Cadence,Output Type,Change_Type,Change_Note
제도,표준/개별연봉 계약직 관리,표준 확정,V2-L6-0703,표준/개별연봉 계약직 관리,중간 표준/개별연봉 계약직  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,표준/개별연봉 계약직 관리,표준 발송,V2-L6-0704,표준/개별연봉 계약직 관리,표준 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,표준/개별연봉 계약직 관리,개별연봉 계약직 관리 심사의결서 확정,V2-L6-0705,표준/개별연봉 계약직 관리,개별연봉 계약직 심사의결서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,표준/개별연봉 계약직 관리,개별연봉 계약직 관리 결과통보서 발송,V2-L6-0706,표준/개별연봉 계약직 관리,개별연봉 계약직 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0425,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0426,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0427,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0428,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0429,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0430,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0431,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0432,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0433,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0451,결과 분석/보고,결과 분석/보고 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0452,결과 분석/보고,중간 결과 분석/보고 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0453,결과 분석/보고,중간 결과 분석/보고 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0454,결과 분석/보고,결과 분석 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0455,결과 분석/보고,보고 심사의결서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0456,결과 분석/보고,보고 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0434,대상자 확정/변경,대상자 확정/변경 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0435,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0436,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0437,대상자 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0438,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0439,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0440,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0441,승인자/부서장 매핑 확정/변경,승인자 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0442,승인자/부서장 매핑 확정/변경,승인자 발송,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0443,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0444,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0445,운영 및 임직원 소통,및 임직원 소통 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0446,운영 및 임직원 소통,중간 및 임직원 소통 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0447,운영 및 임직원 소통,중간 및 임직원 소통 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0448,운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0449,운영 및 임직원 소통,발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0450,운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 생성,V2-L6-0574,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,배포 생성,V2-L6-0575,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 요청 접수 로그 생성,V2-L6-0576,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,V2-L6-0577,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 발송,V2-L6-0578,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,V2-L6-0579,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,배포 확정,V2-L6-0580,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,배포 발송,V2-L6-0581,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송,V2-L6-0582,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 분석 생성,V2-L6-0600,결과 분석/보고 및 결과 안내,결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,보고 생성,V2-L6-0601,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 안내 요청 접수 로그 생성,V2-L6-0602,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 분석 확정,V2-L6-0603,결과 분석/보고 및 결과 안내,결과 분석 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,결과 분석/보고 및 결과 안내,결과 분석 발송,V2-L6-0604,결과 분석/보고 및 결과 안내,결과 분석 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 안내 심사의결서 확정,V2-L6-0605,결과 분석/보고 및 결과 안내,결과 안내 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,결과 분석/보고 및 결과 안내,보고 확정,V2-L6-0606,결과 분석/보고 및 결과 안내,보고 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,결과 분석/보고 및 결과 안내,보고 발송,V2-L6-0607,결과 분석/보고 및 결과 안내,보고 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 안내 결과통보서 발송,V2-L6-0608,결과 분석/보고 및 결과 안내,결과 안내 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경,대상자 확정,V2-L6-0583,대상자 확정/변경,대상자 확정/변경 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경,변경 요청 접수 로그 생성,V2-L6-0584,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경,변경 심사의결서 확정,V2-L6-0585,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경,변경 결과통보서 발송,V2-L6-0586,대상자 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승격 운영 및 임직원 소통,승격 운영 생성,V2-L6-0594,승격 운영 및 임직원 소통,승격  및 임직원 소통 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승격 운영 및 임직원 소통,승격 운영 확정,V2-L6-0595,승격 운영 및 임직원 소통,중간 승격  및 임직원 소통 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승격 운영 및 임직원 소통,임직원 소통 요청 접수 로그 생성,V2-L6-0596,승격 운영 및 임직원 소통,중간 승격  및 임직원 소통 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승격 운영 및 임직원 소통,임직원 소통 심사의결서 확정,V2-L6-0597,승격 운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,승격 운영 및 임직원 소통,승격 운영 발송,V2-L6-0598,승격 운영 및 임직원 소통,승격 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승격 운영 및 임직원 소통,임직원 소통 결과통보서 발송,V2-L6-0599,승격 운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승인자/부서장 매핑 확정/변경,승인자 생성,V2-L6-0587,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승인자/부서장 매핑 확정/변경,부서장 매핑 확정,V2-L6-0588,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승인자/부서장 매핑 확정/변경,변경 요청 접수 로그 생성,V2-L6-0589,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승인자/부서장 매핑 확정/변경,승인자 확정,V2-L6-0590,승인자/부서장 매핑 확정/변경,승인자 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,승인자/부서장 매핑 확정/변경,승인자 발송,V2-L6-0591,승인자/부서장 매핑 확정/변경,승인자 발송,상시,notification_doc,유지,원본 명칭/구조 유지
제도,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,V2-L6-0592,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송,V2-L6-0593,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,후속 조치,후속 조치 요청 접수 로그 생성,V2-L6-0609,후속 조치,후속 조치 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,후속 조치,후속 조치 심사의결서 확정,V2-L6-0610,후속 조치,후속 조치 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,후속 조치,후속 조치 결과통보서 발송,V2-L6-0611,후속 조치,후속 조치 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 생성,V2-L6-0653,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,배포 생성,V2-L6-0654,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 요청 접수 로그 생성,V2-L6-0655,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,V2-L6-0656,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 발송,V2-L6-0657,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,V2-L6-0658,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,배포 확정,V2-L6-0659,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,배포 발송,V2-L6-0660,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송,V2-L6-0661,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,시상 운영 및 임직원 소통,시상 운영 생성,V2-L6-0662,시상 운영 및 임직원 소통,시상  및 임직원 소통 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,시상 운영 및 임직원 소통,시상 운영 확정,V2-L6-0663,시상 운영 및 임직원 소통,중간 시상  및 임직원 소통 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,시상 운영 및 임직원 소통,임직원 소통 요청 접수 로그 생성,V2-L6-0664,시상 운영 및 임직원 소통,중간 시상  및 임직원 소통 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,시상 운영 및 임직원 소통,임직원 소통 심사의결서 확정,V2-L6-0665,시상 운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,시상 운영 및 임직원 소통,시상 운영 발송,V2-L6-0666,시상 운영 및 임직원 소통,시상 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,시상 운영 및 임직원 소통,임직원 소통 결과통보서 발송,V2-L6-0667,시상 운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,심사결과 취합/분석 및 최종 안내,심사결과 취합 생성,V2-L6-0668,심사결과 취합/분석 및 최종 안내,심사결과 취합/분석 및 최종 안내 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,심사결과 취합/분석 및 최종 안내,분석 생성,V2-L6-0669,심사결과 취합/분석 및 최종 안내,중간 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,심사결과 취합/분석 및 최종 안내,최종 안내 요청 접수 로그 생성,V2-L6-0670,심사결과 취합/분석 및 최종 안내,중간 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,심사결과 취합/분석 및 최종 안내,심사결과 취합 확정,V2-L6-0671,심사결과 취합/분석 및 최종 안내,심사결과 취합 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,심사결과 취합/분석 및 최종 안내,심사결과 취합 발송,V2-L6-0672,심사결과 취합/분석 및 최종 안내,심사결과 취합 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,심사결과 취합/분석 및 최종 안내,최종 안내 심사의결서 확정,V2-L6-0673,심사결과 취합/분석 및 최종 안내,최종 안내 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,심사결과 취합/분석 및 최종 안내,분석 확정,V2-L6-0674,심사결과 취합/분석 및 최종 안내,분석 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,심사결과 취합/분석 및 최종 안내,분석 발송,V2-L6-0675,심사결과 취합/분석 및 최종 안내,분석 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,심사결과 취합/분석 및 최종 안내,최종 안내 결과통보서 발송,V2-L6-0676,심사결과 취합/분석 및 최종 안내,최종 안내 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,후속 조치,후속 조치 요청 접수 로그 생성,V2-L6-0677,후속 조치,후속 조치 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,후속 조치,후속 조치 심사의결서 확정,V2-L6-0678,후속 조치,후속 조치 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,후속 조치,후속 조치 결과통보서 발송,V2-L6-0679,후속 조치,후속 조치 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 생성,V2-L6-0495,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,배포 생성,V2-L6-0496,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 요청 접수 로그 생성,V2-L6-0497,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,V2-L6-0498,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,가이드 수립 발송,V2-L6-0499,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,V2-L6-0500,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,배포 확정,V2-L6-0501,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,가이드 수립/배포 및 시스템 준비,배포 발송,V2-L6-0502,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송,V2-L6-0503,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 분석 생성,V2-L6-0524,결과 분석/보고 및 결과 안내,결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,보고 생성,V2-L6-0525,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 안내 요청 접수 로그 생성,V2-L6-0526,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 분석 확정,V2-L6-0527,결과 분석/보고 및 결과 안내,결과 분석 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,결과 분석/보고 및 결과 안내,결과 분석 발송,V2-L6-0528,결과 분석/보고 및 결과 안내,결과 분석 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 안내 심사의결서 확정,V2-L6-0529,결과 분석/보고 및 결과 안내,결과 안내 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,결과 분석/보고 및 결과 안내,보고 확정,V2-L6-0530,결과 분석/보고 및 결과 안내,보고 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,결과 분석/보고 및 결과 안내,보고 발송,V2-L6-0531,결과 분석/보고 및 결과 안내,보고 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,결과 분석/보고 및 결과 안내,결과 안내 결과통보서 발송,V2-L6-0532,결과 분석/보고 및 결과 안내,결과 안내 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경 (예외자/사유 확인),대상자 확정,V2-L6-0504,대상자 확정/변경 (예외자/사유 확인),대상자 확정/변경 (예외자/사유 확인) 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 생성,V2-L6-0505,대상자 확정/변경 (예외자/사유 확인),중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경 (예외자/사유 확인),사유 확인) 요청 접수 로그 생성,V2-L6-0506,대상자 확정/변경 (예외자/사유 확인),중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 확정,V2-L6-0507,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 발송,V2-L6-0508,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,대상자 확정/변경 (예외자/사유 확인),사유 확인) 심사의결서 확정,V2-L6-0509,대상자 확정/변경 (예외자/사유 확인),사유 확인) 심사의결서 확정,상시,approval_doc,유지,원본 명칭/구조 유지
제도,대상자 확정/변경 (예외자/사유 확인),사유 확인) 결과통보서 발송,V2-L6-0510,대상자 확정/변경 (예외자/사유 확인),사유 확인) 결과통보서 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
제도,승인자/부서장 매핑 확정/변경,승인자 생성,V2-L6-0511,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
