Activity_ID,L3(도메인),L4,L5,L6 Name,Cadence,Output Type,Digital Trace,seq,pre_dependency
V2-L6-0001,교육,교육과정설계,Pilot과정 운영,Pilot과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0493,제도,그라운드룰&업무목표&피드백,결과 분석/보고,결과 분석 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0492
V2-L6-0494,제도,그라운드룰&업무목표&피드백,결과 분석/보고,보고 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0493
V2-L6-0495,제도,그라운드룰&업무목표&피드백,결과 분석/보고,보고 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0494
V2-L6-0496,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,대상자 확정/변경 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0497,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,대상자 확정/변경 기준서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0496
V2-L6-0498,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,대상자 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0497
V2-L6-0499,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,1차 대상자 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0498
V2-L6-0500,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,2차 대상자 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0499
V2-L6-0501,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,4차 대상자 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0500
V2-L6-0502,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0501
V2-L6-0503,제도,그라운드룰&업무목표&피드백,대상자 확정/변경,변경 결과통보서 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,8,V2-L6-0502
V2-L6-0504,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 1차,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0505,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 1차,승인자/부서장 매핑 확정/변경 기준서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0504
V2-L6-0506,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 1차,승인자/부서장 매핑 확정/변경 기준서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0505
V2-L6-0507,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 1차,승인자/부서장 매핑 확정/변경 기준서 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0506
V2-L6-0508,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 1차,승인자/부서장 매핑 확정/변경 기준서 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0507
V2-L6-0509,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 1차,승인자/부서장 매핑 확정/변경 기준서 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0508
V2-L6-0510,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 2차,승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0511,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 2차,1차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0510
V2-L6-0512,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 2차,2차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0511
V2-L6-0513,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 2차,4차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0512
V2-L6-0514,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 2차,5차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0513
V2-L6-0515,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 2차,6차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0514
V2-L6-0516,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 3차,승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0517,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 3차,1차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0516
V2-L6-0518,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 3차,2차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0517
V2-L6-0519,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 3차,4차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0518
V2-L6-0520,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 3차,5차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0519
V2-L6-0521,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 3차,6차 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0520
V2-L6-0522,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 4차,승인자 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0523,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 4차,승인자 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0522
V2-L6-0524,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 4차,승인자 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0523
V2-L6-0525,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 4차,승인자 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0524
V2-L6-0526,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 4차,승인자 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0525
V2-L6-0527,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 4차,승인자 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0526
V2-L6-0528,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 5차,승인자 발송,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0529,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 5차,승인자 발송 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0528
V2-L6-0530,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 5차,승인자 발송 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0529
V2-L6-0531,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 5차,승인자 발송 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0530
V2-L6-0532,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 5차,승인자 발송 5차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0531
V2-L6-0533,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 5차,승인자 발송 6차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0532
V2-L6-0534,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 6차,변경 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0535,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 6차,변경 심사의결서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0534
V2-L6-0536,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 6차,변경 심사의결서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0535
V2-L6-0537,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 6차,변경 심사의결서 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0536
V2-L6-0538,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 6차,변경 심사의결서 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0537
V2-L6-0539,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 6차,변경 심사의결서 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0538
V2-L6-0540,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 7차,변경 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0541,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 7차,변경 결과통보서 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0540
V2-L6-0542,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 7차,변경 결과통보서 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0541
V2-L6-0543,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 7차,변경 결과통보서 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0542
V2-L6-0544,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 7차,변경 결과통보서 발송 완료 5차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0543
V2-L6-0545,제도,그라운드룰&업무목표&피드백,승인자/부서장 매핑 확정/변경 7차,변경 결과통보서 발송 완료 6차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0544
V2-L6-0546,제도,그라운드룰&업무목표&피드백,운영 및 임직원 소통,및 임직원 소통 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0547,제도,그라운드룰&업무목표&피드백,운영 및 임직원 소통,및 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0546
V2-L6-0548,제도,그라운드룰&업무목표&피드백,운영 및 임직원 소통,1차 및 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0547
V2-L6-0549,제도,그라운드룰&업무목표&피드백,운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0548
V2-L6-0550,제도,그라운드룰&업무목표&피드백,운영 및 임직원 소통,발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0549
V2-L6-0551,제도,그라운드룰&업무목표&피드백,운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0550
V2-L6-0552,제도,승격,승격 운영 및 임직원 소통,승격 및 임직원 소통 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0553,제도,승격,승격 운영 및 임직원 소통,승격 및 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0552
V2-L6-0554,제도,승격,승격 운영 및 임직원 소통,1차 승격 및 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0553
V2-L6-0555,제도,승격,승격 운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0554
V2-L6-0556,제도,승격,승격 운영 및 임직원 소통,승격 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0555
V2-L6-0557,제도,승격,승격 운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0556
V2-L6-0558,제도,시상,가이드 수립/배포 및 시스템 준비 10차,배포 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0559,제도,시상,가이드 수립/배포 및 시스템 준비 10차,배포 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0558
V2-L6-0560,제도,시상,가이드 수립/배포 및 시스템 준비 10차,배포 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0559
V2-L6-0561,제도,시상,가이드 수립/배포 및 시스템 준비 10차,배포 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0560
V2-L6-0562,제도,시상,가이드 수립/배포 및 시스템 준비 10차,배포 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0561
V2-L6-0563,제도,시상,가이드 수립/배포 및 시스템 준비 10차,배포 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0562
V2-L6-0564,제도,시상,가이드 수립/배포 및 시스템 준비 11차,배포 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0565,제도,시상,가이드 수립/배포 및 시스템 준비 11차,배포 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0564
V2-L6-0566,제도,시상,가이드 수립/배포 및 시스템 준비 11차,배포 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0565
V2-L6-0567,제도,시상,가이드 수립/배포 및 시스템 준비 11차,배포 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0566
V2-L6-0568,제도,시상,가이드 수립/배포 및 시스템 준비 11차,시스템 준비 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0567
V2-L6-0569,제도,시상,가이드 수립/배포 및 시스템 준비 11차,시스템 준비 결과통보서 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0568
V2-L6-0570,제도,시상,가이드 수립/배포 및 시스템 준비 12차,시스템 준비 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0571,제도,시상,가이드 수립/배포 및 시스템 준비 12차,시스템 준비 결과통보서 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0570
V2-L6-0572,제도,시상,가이드 수립/배포 및 시스템 준비 12차,시스템 준비 결과통보서 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0571
V2-L6-0573,제도,시상,가이드 수립/배포 및 시스템 준비 12차,시스템 준비 결과통보서 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0572
V2-L6-0574,제도,시상,가이드 수립/배포 및 시스템 준비 12차,시스템 준비 결과통보서 발송 완료 5차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0573
V2-L6-0575,제도,시상,가이드 수립/배포 및 시스템 준비 12차,시스템 준비 결과통보서 발송 완료 6차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0574
V2-L6-0576,제도,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0577,제도,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0576
V2-L6-0578,제도,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0577
V2-L6-0579,제도,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0578
V2-L6-0580,제도,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0579
V2-L6-0581,제도,시상,가이드 수립/배포 및 시스템 준비 1차,가이드 수립/배포 및 시스템 준비 기준서 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0580
V2-L6-0582,제도,시상,가이드 수립/배포 및 시스템 준비 2차,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0583,제도,시상,가이드 수립/배포 및 시스템 준비 2차,가이드 수립/배포 및 시스템 준비 기준서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0582
V2-L6-0584,제도,시상,가이드 수립/배포 및 시스템 준비 2차,가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0583
V2-L6-0585,제도,시상,가이드 수립/배포 및 시스템 준비 2차,1차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0584
V2-L6-0586,제도,시상,가이드 수립/배포 및 시스템 준비 2차,2차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0585
V2-L6-0587,제도,시상,가이드 수립/배포 및 시스템 준비 2차,4차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0586
V2-L6-0588,제도,시상,가이드 수립/배포 및 시스템 준비 3차,가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0589,제도,시상,가이드 수립/배포 및 시스템 준비 3차,1차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0588
V2-L6-0590,제도,시상,가이드 수립/배포 및 시스템 준비 3차,2차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0589
V2-L6-0591,제도,시상,가이드 수립/배포 및 시스템 준비 3차,4차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0590
V2-L6-0592,제도,시상,가이드 수립/배포 및 시스템 준비 3차,5차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0591
V2-L6-0593,제도,시상,가이드 수립/배포 및 시스템 준비 3차,6차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0592
V2-L6-0594,제도,시상,가이드 수립/배포 및 시스템 준비 4차,가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0595,제도,시상,가이드 수립/배포 및 시스템 준비 4차,1차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0594
V2-L6-0596,제도,시상,가이드 수립/배포 및 시스템 준비 4차,2차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0595
V2-L6-0597,제도,시상,가이드 수립/배포 및 시스템 준비 4차,4차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0596
V2-L6-0598,제도,시상,가이드 수립/배포 및 시스템 준비 4차,5차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0597
V2-L6-0599,제도,시상,가이드 수립/배포 및 시스템 준비 4차,6차 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0598
V2-L6-0600,제도,시상,가이드 수립/배포 및 시스템 준비 5차,가이드 수립 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0601,제도,시상,가이드 수립/배포 및 시스템 준비 5차,가이드 수립 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0600
V2-L6-0602,제도,시상,가이드 수립/배포 및 시스템 준비 5차,가이드 수립 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0601
V2-L6-0603,제도,시상,가이드 수립/배포 및 시스템 준비 5차,가이드 수립 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0602
V2-L6-0604,제도,시상,가이드 수립/배포 및 시스템 준비 5차,가이드 수립 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0603
V2-L6-0605,제도,시상,가이드 수립/배포 및 시스템 준비 5차,가이드 수립 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0604
V2-L6-0606,제도,시상,가이드 수립/배포 및 시스템 준비 6차,가이드 수립 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0607,제도,시상,가이드 수립/배포 및 시스템 준비 6차,가이드 수립 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0606
V2-L6-0608,제도,시상,가이드 수립/배포 및 시스템 준비 6차,가이드 수립 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0607
V2-L6-0609,제도,시상,가이드 수립/배포 및 시스템 준비 6차,가이드 수립 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0608
V2-L6-0610,제도,시상,가이드 수립/배포 및 시스템 준비 6차,가이드 수립 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0609
V2-L6-0611,제도,시상,가이드 수립/배포 및 시스템 준비 6차,가이드 수립 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0610
