[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,주체,전략 사유,분해유형,L5_유형,L6_순번
제도,징계,가이드 수립/배포 및 시스템 준비,전사 징계규정 관리 (상벌규정),제도,징계,가이드 수립/배포 및 시스템 준비,징계 규정·운영 기준 확정,HR,징계규정·운영기조 HR 확정,통폐합,T01,1
제도,징계,가이드 수립/배포 및 시스템 준비,징계 운영 기조 및 기준 수립,제도,징계,가이드 수립/배포 및 시스템 준비,징계 규정·운영 기준 확정,HR,징계규정·운영기조 HR 확정,통폐합,T01,1
제도,징계,가이드 수립/배포 및 시스템 준비,징계양정 가이드 관리(인사포털),제도,징계,가이드 수립/배포 및 시스템 준비,징계양정 가이드 배포,DW,인사포털 징계양정 가이드 자동 배포,1:1,T01,2
제도,징계,가이드 수립/배포 및 시스템 준비,징계시스템 운영/관리,제도,징계,가이드 수립/배포 및 시스템 준비,징계시스템 셋팅 등록,DW,징계시스템 셋팅 등록,1:1,T01,3
제도,징계,징계 검토 및 상벌위원회 운영,징계여부 및 양정수준 판단 (과거 유사사례 참고),제도,징계,징계 검토 및 상벌위원회 운영,징계 양정 수준 확정,HR,유사사례 참조 후 징계 양정 HR 확정,1:1,T02,1
제도,징계,징계 검토 및 상벌위원회 운영,징계 관련 법무 검토,제도,징계,징계 검토 및 상벌위원회 운영,법무 검토 결과 취합,HR,법무 검토 의견 HR 취합,1:1,T02,2
제도,징계,징계 검토 및 상벌위원회 운영,부의서 작성,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 부의서 확정,HR,상벌위 부의서 HR 작성·확정,1:1,T02,3
제도,징계,징계 검토 및 상벌위원회 운영,상벌위원 선정,제도,징계,징계 검토 및 상벌위원회 운영,상벌위원 명단 확정,HR,상벌위원 선정 HR 확정,1:1,T02,4
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 개최 통보,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 개최 통보 발송,DW,상벌위원 대상 개최 통보 자동 발송,1:1,T02,5
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 시나리오 작성,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 시나리오 확정,HR,상벌위 진행 시나리오 HR 확정,1:1,T02,6
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 실시,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 심의 결과 취합,HR,상벌위 심의 결과 HR 취합,1:1,T02,7
제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 작성,제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 확정,HR,의결서 작성·서명 HR 확정,통폐합,T02,8
제도,징계,징계 검토 및 상벌위원회 운영,의결서 서명,제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 확정,HR,의결서 작성·서명 HR 확정,통폐합,T02,8
제도,징계,징계 검토 및 상벌위원회 운영,재심 신청,제도,징계,징계 검토 및 상벌위원회 운영,재심 신청 접수,DW,재심 신청 시스템 자동 접수,1:1,T02,9
제도,징계,징계 검토 및 상벌위원회 운영,재심 상벌위원회,제도,징계,징계 검토 및 상벌위원회 운영,재심 상벌위 심의 결과 확정,HR,재심 상벌위 결과 HR 확정,1:1,T02,10
제도,징계,결과 안내,징계결과 통보서 작성,제도,징계,결과 안내,징계결과 통보문 확정,HR,징계결과 통보 문구 HR 확정,1:1,T08,1
제도,징계,결과 안내,본인 통보 (서면/대면),제도,징계,결과 안내,징계결과 통보문 발송,DW,서면 징계결과 자동 발송,1:1,T08,2
제도,징계,결과 안내,징계결과 회신서류 입수/보관,제도,징계,결과 안내,징계결과 회신서류 취합,DW,회신서류 디지털 수령·취합,1:1,T08,3
제도,징계,후속 조치,징계이력 입력,제도,징계,후속 조치,징계이력 등록,DW,시스템 징계이력 등록,1:1,T06,1
제도,징계,후속 조치,급여지원센터 결과 공유 (성과급 차감 조치),제도,징계,후속 조치,급여지원센터 징계결과 공유 발송,DW,급여지원센터 징계결과 자동 발송,1:1,T06,2
제도,징계,후속 조치,보상 파트 결과 공유 (근태 조치),제도,징계,후속 조치,보상파트 징계결과 공유 발송,DW,보상파트 징계결과 자동 발송,1:1,T06,3
제도,징계,후속 조치,부서/자리 이동 등 근무 조정 조치,제도,징계,후속 조치,근무 조정 발령 등록,DW,Workday 근무 조정 발령 등록,1:1,T06,4
제도,징계,후속 조치,징계사례 활용 캠페인,제도,징계,후속 조치,징계사례 캠페인 자료 배포,DW,임직원 대상 캠페인 자료 자동 배포,1:1,T06,5
제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약서 관리,제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약서 시스템 등록,DW,계약서 시스템 등록,1:1,T06,1
제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약직 운영기준 관리,제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약직 운영기준 확정,HR,계약직 운영 기준 HR 확정,1:1,T06,2
제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,재계약 처우 결정,제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,재계약 처우 확정,HR,재계약 처우 조건 HR 확정,1:1,T06,3
제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,대상자 확정/변경 (예외자/사유 확인),제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약직 대상자 명단 확정,HR,예외 사유 검토 후 HR 최종 확정,1:1,T06,4
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,계약서 관리,제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,계약서 시스템 등록,DW,변호사 계약서 시스템 등록,1:1,T06,1
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,계약직 운영기준 관리,제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,변호사 운영기준 확정,HR,변호사 운영 기준 HR 확정,1:1,T06,2
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,재계약 처우 결정,제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,재계약 처우 확정,HR,재계약 처우 조건 HR 확정,1:1,T06,3
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인),제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,변호사 대상자 명단 확정,HR,예외 사유 검토 후 HR 최종 확정,1:1,T06,4
교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립,교육,진단/검정,실시계획 수립,진단·검정 실시계획 확정,HR,진단·검정 운영 기준 및 일정 HR 확정,1:1,T01,1
교육,진단/검정,실시계획 수립,진단/검정 대상 확정,교육,진단/검정,실시계획 수립,진단·검정 대상자 명단 확정,HR,대상자 기준 HR 최종 확정,1:1,T01,2
교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석,교육,진단/검정,진단/검정 문항 분석 및 개발,진단·검정 문항 분석 결과 취합,HR,문항 품질 분석 HR 수행,1:1,T01,1
교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 개발,교육,진단/검정,진단/검정 문항 분석 및 개발,진단·검정 문항 확정,HR,개발 문항 검토 후 HR 확정,1:1,T01,2
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영,교육,진단/검정,진단/검정 운영 및 평가,진단·검정 운영 결과 취합,DW,진단·검정 결과 자동 취합,1:1,T05,1
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가,교육,진단/검정,진단/검정 운영 및 평가,진단·검정 평가 결과 확정,HR,채점 결과 검토 후 HR 확정,1:1,T05,2
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 분석,교육,진단/검정,결과 분석/확정/보고,진단·검정 결과 분석 보고서 확정,HR,결과 분석 보고서 HR 확정,통폐합,T09,1
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정,교육,진단/검정,결과 분석/확정/보고,진단·검정 결과 확정,HR,최종 결과 HR 확정,1:1,T09,2
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 보고,교육,진단/검정,결과 분석/확정/보고,진단·검정 결과 분석 보고서 확정,HR,결과 분석 보고서 HR 확정,통폐합,T09,1
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 반영,교육,진단/검정,결과 분석/확정/보고,진단·검정 결과 시스템 등록,DW,Workday 진단·검정 결과 등록,1:1,T09,3
교육,진단/검정,결과 분석/확정/보고,격려금 지급,교육,진단/검정,결과 분석/확정/보고,격려금 지급 명단 확정,HR,격려금 지급 대상·금액 HR 확정,1:1,T09,4
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 결과 취합,HR,외부 이러닝 컨텐츠 검토·취합 HR 수행,1:1,T08,1
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 목록 등록,DW,플랫폼 이러닝 컨텐츠 시스템 등록,1:1,T08,2
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 큐레이션 목록 확정,HR,추천 컨텐츠 목록 HR 확정,1:1,T08,3
교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,HR,양성 분야별 선발 규모 HR 확정,1:1,T01,1
교육,양성,선발 규모/선발 전략 수립,양성 분야 확정,교육,양성,선발 규모/선발 전략 수립,양성 분야 확정,HR,양성 대상 분야 HR 확정,1:1,T01,2
교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립,교육,양성,선발 규모/선발 전략 수립,양성 선발전략 확정,HR,선발 방식·전형 전략 HR 확정,1:1,T01,3
교육,양성,선발 전형 운영,후보군 선발,교육,양성,선발 전형 운영,양성 후보군 명단 추출,DW,기준 충족 후보군 시스템 자동 추출,1:1,T02,1
교육,양성,선발 전형 운영,선발관련 안내,교육,양성,선발 전형 운영,양성 선발 안내문 발송,DW,후보군 대상 선발 안내 자동 발송,1:1,T02,2
교육,양성,선발 전형 운영,서류 심사,교육,양성,선발 전형 운영,서류 심사 결과 취합,HR,서류 심사 HR 수행,1:1,T02,3
교육,양성,선발 전형 운영,면접 심사,교육,양성,선발 전형 운영,면접 심사 결과 취합,HR,면접 심사 HR 수행,1:1,T02,4
교육,양성,선발 전형 운영,선발 확정,교육,양성,선발 전형 운영,양성 대상자 명단 확정,HR,전형 결과 종합 후 HR 최종 확정,1:1,T02,5
교육,양성,선발 전형 운영,선발결과 안내,교육,양성,선발 전형 운영,양성 선발 결과 안내문 발송,DW,선발 결과 자동 발송,1:1,T02,6
교육,양성,양성경비/처우기준,양성경비 분석,교육,양성,양성경비/처우기준,양성경비 분석 보고서 확정,HR,양성 경비 분석 보고서 HR 확정,1:1,T01,1
교육,양성,양성경비/처우기준,양성경비 예산편성/관리,교육,양성,양성경비/처우기준,양성경비 예산안 확정,HR,연간 양성경비 예산 HR 확정,1:1,T01,2
교육,양성,파견자 관리,파견중 관리,교육,양성,파견자 관리,파견중 현황 추출,DW,파견중 인력 현황 시스템 추출,1:1,T06,1
교육,양성,파견자 관리,파견후 관리,교육,양성,파견자 관리,파견 귀임 후 관리 결과 취합,HR,귀임 후 배치·성과 관리 HR 수행,1:1,T06,2
교육,양성,파견자 관리,양성시스템 관리/정보입력,교육,양성,파견자 관리,양성시스템 정보 등록,DW,양성시스템 파견자 정보 등록,1:1,T06,3
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,교육,교육운영,교육 실행 계획 수립,연간 교육 운영 계획 확정,HR,연간 교육 운영 계획 HR 확정,1:1,T01,1
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,교육,교육운영,교육 예산 계획 수립,전년도 교육경비 실적 추출,DW,전년도 교육경비 실적 자동 추출,1:1,T01,1
교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립,교육,교육운영,교육 예산 계획 수립,교육 예산 계획안 확정,HR,교육 예산 계획 HR 확정,1:1,T01,2
교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행,교육,교육운영,교육 예산 계획 수립,교육운영 품의 승인,HR,교육운영 예산 결재 승인,1:1,T01,3
교육,교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,교육,교육운영,과정 개설,교육시스템 과정 등록,DW,교육시스템 과정·차수 자동 등록,1:1,T08,1
교육,교육운영,대상자 모집/선발,대상자 모집 공지,교육,교육운영,대상자 모집/선발,교육 모집 공지 발송,DW,교육 모집 공지 자동 발송,1:1,T07,1
교육,교육운영,대상자 모집/선발,대상자 선발,교육,교육운영,대상자 모집/선발,교육 대상자 명단 확정,HR,신청자 중 대상자 HR 최종 확정,1:1,T07,2
교육,교육운영,대상자 모집/선발,대상자 선발 확정안내,교육,교육운영,대상자 모집/선발,교육 선발 결과 안내문 발송,DW,선발 결과 자동 발송,1:1,T07,3
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,교육,교육운영,입과안내/교육생 관리,교육생 명단 추출,DW,교육시스템 교육생 명단 자동 추출,1:1,T08,1
교육,교육운영,입과안내/교육생 관리,교육 입과안내,교육,교육운영,입과안내/교육생 관리,교육 입과 안내문 발송,DW,교육 입과 안내 자동 발송,1:1,T08,2
교육,교육운영,입과안내/교육생 관리,교육생 분석,교육,교육운영,입과안내/교육생 관리,교육생 분석 보고서 확정,HR,교육생 특성 분석 보고서 HR 확정,1:1,T08,3
교육,교육운영,입과안내/교육생 관리,VOC 대응,교육,교육운영,입과안내/교육생 관리,VOC 대응 결과 취합,DW,교육생 VOC 자동 취합,1:1,T08,4
교육,교육운영,내/외부 강사관리,배차 신청,교육,교육운영,내/외부 강사관리,강사 배차 신청 발송,DW,강사 배차 신청 자동 발송,1:1,T08,1
교육,교육운영,내/외부 강사관리,방문 신청,교육,교육운영,내/외부 강사관리,강사 방문 신청 발송,DW,강사 방문 신청 자동 발송,1:1,T08,2
교육,교육운영,내/외부 강사관리,식권 신청,교육,교육운영,내/외부 강사관리,강사 식권 신청 발송,DW,강사 식권 신청 자동 발송,1:1,T08,3
교육,교육운영,내/외부 강사관리,벤더 등록,교육,교육운영,내/외부 강사관리,강사 벤더 등록,DW,강사 벤더 시스템 등록,1:1,T08,4
교육,교육운영,내/외부 강사관리,교육과정/강의 안내,교육,교육운영,내/외부 강사관리,강의 안내문 발송,DW,강사 대상 강의 안내 자동 발송,1:1,T08,5
교육,교육운영,내/외부 강사관리,강사 영접 및 VOC 대응,교육,교육운영,내/외부 강사관리,강사 VOC 대응 결과 취합,HR,강사 영접·VOC 대응 HR 수행,1:1,T08,6
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,교육,교육운영,운영준비(인프라 셋팅 등),운영 체크리스트 확정,HR,교육 운영 체크리스트 HR 확정,1:1,T13,1
교육,교육운영,운영준비(인프라 셋팅 등),시설 예약,교육,교육운영,운영준비(인프라 셋팅 등),교육 시설 예약 확정,DW,교육 시설 시스템 예약,1:1,T13,2
교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비,교육,교육운영,운영준비(인프라 셋팅 등),PC 대여 신청 발송,DW,PC 대여 신청 자동 발송,1:1,T13,3
교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비,교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비 실시,SSC,물리적 교보재 준비 — SSC 횡단 묶음 예정,1:1,T13,4
교육,교육운영,운영준비(인프라 셋팅 등),다과 준비,교육,교육운영,운영준비(인프라 셋팅 등),다과 준비 실시,SSC,물리적 다과 준비 — SSC 횡단 묶음 예정,1:1,T13,5
교육,교육운영,운영준비(인프라 셋팅 등),강의장 세팅,교육,교육운영,운영준비(인프라 셋팅 등),강의장 세팅 실시,SSC,물리적 강의장 세팅 — 채용 면접·검정 장소 세팅과 횡단 묶음 예정,1:1,T13,6
교육,교육운영,운영준비(인프라 셋팅 등),파우치/퀵/택배/DHL 발송,교육,교육운영,운영준비(인프라 셋팅 등),교육 물품 발송,SSC,물리적 교육 물품 배송 — SSC 횡단 묶음 예정,1:1,T13,7
교육,교육운영,과정 운영,강의장 점검,교육,교육운영,과정 운영,강의장 운영 준비 확인,DW,운영 전 강의장 체크리스트 자동 확인,1:1,T05,1
교육,교육운영,과정 운영,출석체크/오리엔테이션,교육,교육운영,과정 운영,교육생 출석 명단 취합,DW,교육생 출석 자동 취합,1:1,T05,2
교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행,교육,교육운영,과정 운영,교육생 만족도 설문 결과 취합,DW,교육 종료 후 만족도 설문 자동 취합,1:2,T05,3
교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행,교육,교육운영,과정 운영,강의 결과 보고서 작성,HR,강의 성과 HR 주관 보고서 작성,1:2,T05,4
교육,교육운영,과정 운영,강의내용 통역(필요시),교육,교육운영,과정 운영,번역·통역 결과물 확정,HR,통역 결과물 HR 검수 및 확정,1:1,T05,5
교육,교육운영,과정 운영,강의내용(질의응답) 정리/요약,교육,교육운영,과정 운영,강의 Q&A 정리 문서 확정,HR,Q&A 정리 문서 HR 확정,1:1,T05,6
교육,교육운영,과정설문 취합/분석,과정 설문 준비,교육,교육운영,과정설문 취합/분석,과정 설문지 확정,HR,설문 문항 HR 확정,1:1,T09,1
교육,교육운영,과정설문 취합/분석,과정설문 개설,교육,교육운영,과정설문 취합/분석,과정 설문 시스템 등록,DW,교육시스템 설문 자동 등록,1:1,T09,2
교육,교육운영,과정설문 취합/분석,과정설문 진행,교육,교육운영,과정설문 취합/분석,과정 설문 결과 취합,DW,설문 결과 자동 취합,1:1,T09,3
교육,교육운영,과정설문 취합/분석,과정설문 분석,교육,교육운영,과정설문 취합/분석,과정 설문 분석 보고서 확정,HR,설문 분석 보고서 HR 확정,1:1,T09,4
교육,교육운영,성과분석/결과보고,성과 분석,교육,교육운영,성과분석/결과보고,교육 성과 분석 보고서 확정,HR,성과 분석 보고서 HR 확정,통폐합,T09,1
교육,교육운영,성과분석/결과보고,결과 보고,교육,교육운영,성과분석/결과보고,교육 성과 분석 보고서 확정,HR,성과 분석 보고서 HR 확정,통폐합,T09,1
교육,교육운영,성과분석/결과보고,우수 교육생 시상,교육,교육운영,성과분석/결과보고,우수 교육생 명단 확정,HR,우수 교육생 선정 HR 확정,1:1,T09,2
교육,교육운영,성과분석/결과보고,강사 감사레터 작성/발송(필요시),교육,교육운영,성과분석/결과보고,강사 감사레터 발송,DW,강사 감사레터 자동 발송,1:1,T09,3
교육,교육운영,성과분석/결과보고,교육관련 사진/영상자료 정리,교육,교육운영,성과분석/결과보고,교육 사진·영상 자료 등록,DW,교육 사진·영상 시스템 등록,1:1,T09,4
교육,교육운영,수료 관리 및 경비처리,수료 관리,교육,교육운영,수료 관리 및 경비처리,수료 명단 등록,DW,교육시스템 수료 명단 등록,1:1,T08,1
교육,교육운영,수료 관리 및 경비처리,정산 진행,교육,교육운영,수료 관리 및 경비처리,교육 경비 정산 확정,HR,교육 경비 정산 HR 확정,1:1,T08,2
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획수립,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,과정개발 계획 확정,HR,과정개발 목표·범위 HR 확정,1:1,T01,1
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의안 디자인 템플릿 의뢰,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,디자인 템플릿 의뢰 발송,DW,디자인 템플릿 의뢰 자동 발송,1:1,T01,2
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,모듈계획서 작성,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,모듈계획서 확정,HR,모듈계획서 HR 확정,1:1,T01,3
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 개발,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 확정,HR,강의교안 개발·검토 HR 확정,1:1,T01,4
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발 확정,HR,교보재 개발·검토 HR 확정,1:1,T01,5
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역(필요시),교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역본 확정,HR,번역 결과물 검토 HR 확정,1:1,T01,6
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,교육,교육전략,전사 교육 전략 기획,신설·폐강 과정 목록 확정,HR,연간 과정 신설·폐강 목록 HR 확정,1:1,T01,1
교육,교육니즈분석,요구사항분석,경영진요구사항 분석,교육,교육니즈분석,요구사항분석,경영진 요구사항 취합,HR,경영진 인터뷰·요구 HR 취합,1:1,T09,1
교육,교육니즈분석,요구사항분석,임직원 요구사항 분석,교육,교육니즈분석,요구사항분석,임직원 요구사항 취합,DW,설문·시스템 임직원 요구 자동 취합,1:1,T09,2
교육,교육니즈분석,트렌드분석,환경변화 자료검색/리서치,교육,교육니즈분석,트렌드분석,환경변화 자료 취합,DW,외부 자료 검색·취합 자동화,1:1,T09,1
교육,교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴,교육,교육니즈분석,트렌드분석,환경변화 분석 결과 취합,HR,트렌드 분석 HR 수행,1:1,T09,2
교육,교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직),교육,교육니즈분석,교육대상 분석,임직원 현황 추출,DW,Workday 임직원 현황 자동 추출,1:1,T09,1
교육,교육니즈분석,교육대상 분석,특수 국적/언어 등,교육,교육니즈분석,교육대상 분석,특수 국적·언어 현황 추출,DW,특수 국적·언어 조건 자동 추출,1:1,T09,2
교육,교육니즈분석,교육대상 분석,역량 분석(교육이력/자격),교육,교육니즈분석,교육대상 분석,역량 이력 추출,DW,교육이력·자격 자동 추출,1:1,T09,3
교육,교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석,교육,교육니즈분석,커리큘럼 기획,전년도 교육 결과 추출,DW,전년도 교육 결과 자동 추출,1:1,T01,1
교육,교육니즈분석,커리큘럼 기획,인사이트 발굴,교육,교육니즈분석,커리큘럼 기획,교육 니즈 분석 결과 취합,HR,니즈 분석 HR 수행,1:1,T01,2
교육,교육니즈분석,커리큘럼 기획,우선순위 도출,교육,교육니즈분석,커리큘럼 기획,교육 우선순위 확정,HR,교육 우선순위 HR 확정,1:1,T01,3
교육,교육과정설계,커리큘럼 기획,과정목표 수립,교육,교육과정설계,커리큘럼 기획,과정목표 확정,HR,과정 학습목표 HR 확정,1:1,T01,1
교육,교육과정설계,커리큘럼 기획,예산 검토,교육,교육과정설계,커리큘럼 기획,과정 예산안 확정,HR,과정 예산 검토 후 HR 확정,1:1,T01,2
교육,교육과정설계,커리큘럼 기획,커리큘럼 개발,교육,교육과정설계,커리큘럼 기획,커리큘럼 개발안 확정,HR,커리큘럼 개발 결과 HR 확정,1:1,T01,3
교육,교육과정설계,커리큘럼 확정,내부 보고/품의,교육,교육과정설계,커리큘럼 확정,커리큘럼 내부 품의 승인,HR,커리큘럼 내부 보고 후 결재 승인,1:1,T01,1
교육,교육과정설계,프로그램 운영방안 결정,교육 형태/기간,교육,교육과정설계,프로그램 운영방안 결정,교육 형태·기간 확정,HR,교육 형태 및 기간 HR 확정,1:1,T01,1
교육,교육과정설계,프로그램 운영방안 결정,신청/선발 방식,교육,교육과정설계,프로그램 운영방안 결정,신청·선발 방식 확정,HR,신청·선발 방식 HR 확정,1:1,T01,2
교육,교육과정설계,평가 도구 설계(KPI),역량평가 도구/방식 기획,교육,교육과정설계,평가 도구 설계(KPI),역량평가 도구·방식 확정,HR,역량평가 도구 HR 확정,1:1,T01,1
교육,교육과정설계,평가 도구 설계(KPI),프로그램 평가 기획(효과성 만족도),교육,교육과정설계,평가 도구 설계(KPI),프로그램 평가 도구 확정,HR,효과성·만족도 평가 도구 HR 확정,1:1,T01,2
교육,교육과정설계,Pilot과정 운영,대상자 선발,교육,교육과정설계,Pilot과정 운영,Pilot 과정 대상자 명단 확정,HR,Pilot 대상자 HR 확정,1:1,T05,1
교육,교육과정설계,Pilot과정 운영,과정 운영,교육,교육과정설계,Pilot과정 운영,Pilot 과정 운영 결과 취합,HR,Pilot 운영 결과 HR 취합,1:1,T05,2
교육,교육과정설계,Pilot과정 운영,결과 분석/반영,교육,교육과정설계,Pilot과정 운영,Pilot 과정 결과 반영안 확정,HR,Pilot 결과 반영 방향 HR 확정,1:1,T05,3
교육,컨텐츠 개발(외부),강사선정,강사 탐색,교육,컨텐츠 개발(외부),강사선정,외부 강사 후보군 취합,HR,외부 강사 탐색·후보 취합 HR 수행,1:1,T02,1
교육,컨텐츠 개발(외부),강사선정,강사 섭외,교육,컨텐츠 개발(외부),강사선정,외부 강사 섭외 확정,HR,강사 섭외 협의 후 HR 확정,1:1,T02,2
교육,컨텐츠 개발(외부),컨텐츠협의,교육 내용 협의,교육,컨텐츠 개발(외부),컨텐츠협의,교육 내용 협의 결과 확정,HR,강사·업체와 교육 내용 협의 HR 확정,1:1,T01,1
교육,컨텐츠 개발(외부),강사계약,교육 위탁업체 Bidding,교육,컨텐츠 개발(외부),강사계약,교육 위탁업체 선정안 확정,HR,입찰 결과 검토 후 HR 확정,1:1,T11,1
교육,컨텐츠 개발(외부),강사계약,교육 위탁 계약 체결(필요시),교육,컨텐츠 개발(외부),강사계약,교육 위탁 계약서 확정,HR,계약서 검토 후 HR 확정,1:1,T11,2
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 개발 계약서 확정,HR,이러닝 개발 계약서 HR 확정,1:1,T01,1
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 검수,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 검수 결과 확정,HR,이러닝 콘텐츠 품질 검수 HR 확정,1:1,T01,2
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의교안 개발,교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의교안 검수 결과 확정,HR,외부 강의교안 검수 HR 확정,1:1,T01,1
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,교보재 개발,교육,컨텐츠 개발(외부),강의안 및 교보재 개발,교보재 검수 결과 확정,HR,외부 교보재 검수 HR 확정,1:1,T01,2
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의자료 번역(필요시),교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의자료 번역본 검수 확정,HR,번역 결과물 검수 HR 확정,1:1,T01,3
보상/근태,지급업무,정기급여,(데이터 없음),보상/근태,지급업무,정기급여,정기급여 지급 대상자 명단 추출,DW,Workday 급여 대상자 자동 추출,L5→L6,T08,1
보상/근태,지급업무,정기급여,(데이터 없음),보상/근태,지급업무,정기급여,정기급여 지급 처리 등록,DW,Workday 정기급여 지급 등록,L5→L6,T08,2
보상/근태,지급업무,인센티브,(데이터 없음),보상/근태,지급업무,인센티브,인센티브 지급 대상자 명단 추출,DW,인센티브 지급 기준 충족자 자동 추출,L5→L6,T06,1
보상/근태,지급업무,인센티브,(데이터 없음),보상/근태,지급업무,인센티브,인센티브 지급 금액 확정,HR,인센티브 금액 HR 최종 확정,L5→L6,T06,2
보상/근태,지급업무,인센티브,(데이터 없음),보상/근태,지급업무,인센티브,인센티브 지급 처리 등록,DW,Workday 인센티브 지급 등록,L5→L6,T06,3
