[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자),제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자),제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정),제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정) 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정),제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정) 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립,제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립,제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립 최종안 확정,HR,기획안 최종 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율",제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율",제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성,제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성,제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성,제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정,제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정,제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정,제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,시상 운영 및 임직원 소통,포스터 제작,제도,시상,시상 운영 및 임직원 소통,포스터 제작 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,시상 운영 및 임직원 소통,포스터 제작,제도,시상,시상 운영 및 임직원 소통,포스터 제작 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보",제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보",제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링,제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링,제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행,제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행,제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,시상 운영 및 임직원 소통,사업부별 후보 추천 1차 검토,제도,시상,시상 운영 및 임직원 소통,사업부별 후보 추천 1차 검토 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,시상 운영 및 임직원 소통,사업부별 후보 추천 1차 검토,제도,시상,시상 운영 및 임직원 소통,사업부별 후보 추천 1차 검토 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,시상 운영 및 임직원 소통,제출과제 참여자 명단 1차 인사검증,제도,시상,시상 운영 및 임직원 소통,제출과제 참여자 명단 1차 인사검증 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,시상 운영 및 임직원 소통,제출과제 참여자 명단 1차 인사검증,제도,시상,시상 운영 및 임직원 소통,제출과제 참여자 명단 1차 인사검증 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,시상 운영 및 임직원 소통,각 분과별/사업부별 제출과제 취합,제도,시상,시상 운영 및 임직원 소통,각 분과별/사업부별 제출과제 취합 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,시상 운영 및 임직원 소통,각 분과별/사업부별 제출과제 취합,제도,시상,시상 운영 및 임직원 소통,각 분과별/사업부별 제출과제 취합 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,시상 운영 및 임직원 소통,사업부별 심사위원 선정 및 참여요청,제도,시상,시상 운영 및 임직원 소통,사업부별 심사위원 선정 및 참여요청 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,시상 운영 및 임직원 소통,사업부별 심사위원 선정 및 참여요청,제도,시상,시상 운영 및 임직원 소통,사업부별 심사위원 선정 및 참여요청 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,시상 운영 및 임직원 소통,사업부별 심사위원 선정 및 참여요청,제도,시상,시상 운영 및 임직원 소통,사업부별 심사위원 선정 및 참여요청 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정,제도,시상,시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정,제도,시상,시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정,제도,시상,시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,시상 운영 및 임직원 소통,분과별 심사실시,제도,시상,시상 운영 및 임직원 소통,분과별 심사실시 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,시상 운영 및 임직원 소통,분과별 심사실시,제도,시상,시상 운영 및 임직원 소통,분과별 심사실시 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,시상 운영 및 임직원 소통,분과별 심사실시,제도,시상,시상 운영 및 임직원 소통,분과별 심사실시 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,심사결과 취합/분석 및 최종 안내,주요 과제 내용 정리,제도,시상,심사결과 취합/분석 및 최종 안내,주요 과제 내용 정리 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,심사결과 취합/분석 및 최종 안내,주요 과제 내용 정리,제도,시상,심사결과 취합/분석 및 최종 안내,주요 과제 내용 정리 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 조율,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 조율 일정 확정,HR,일정 및 방식에 대한 의사결정
제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 조율,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 조율 안내 메일 발송,Digital Worker,대상자 대량 안내 발송
제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 조율,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 조율 결과 확정,HR,면접/심사 결과에 대한 정성적 판단
제도,시상,심사결과 취합/분석 및 최종 안내,최종 선정안 작성,제도,시상,심사결과 취합/분석 및 최종 안내,최종 선정안 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,시상,심사결과 취합/분석 및 최종 안내,최종 선정안 작성,제도,시상,심사결과 취합/분석 및 최종 안내,최종 선정안 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,시상,심사결과 취합/분석 및 최종 안내,후보자 검증/정리,제도,시상,심사결과 취합/분석 및 최종 안내,후보자 검증/정리 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,심사결과 취합/분석 및 최종 안내,후보자 검증/정리,제도,시상,심사결과 취합/분석 및 최종 안내,후보자 검증/정리 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,심사결과 취합/분석 및 최종 안내,수상자 개인별 안내,제도,시상,심사결과 취합/분석 및 최종 안내,수상자 개인별 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,시상,심사결과 취합/분석 및 최종 안내,수상자 개인별 안내,제도,시상,심사결과 취합/분석 및 최종 안내,수상자 개인별 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,시상,심사결과 취합/분석 및 최종 안내,"부서장, 조직내 안내",제도,시상,심사결과 취합/분석 및 최종 안내,"부서장, 조직내 안내 문구 확정",HR,안내/공지할 내용의 초안 컨펌
제도,시상,심사결과 취합/분석 및 최종 안내,"부서장, 조직내 안내",제도,시상,심사결과 취합/분석 및 최종 안내,"부서장, 조직내 안내 시스템 발송",Digital Worker,일괄 메일/메시지 발송 작업
제도,시상,후속 조치,시상식 준비/안내/실시/반응 보고,제도,시상,후속 조치,시상식 준비/안내/실시/반응 보고 문구 확정,HR,안내/공지할 내용의 초안 컨펌
제도,시상,후속 조치,시상식 준비/안내/실시/반응 보고,제도,시상,후속 조치,시상식 준비/안내/실시/반응 보고 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
제도,시상,후속 조치,"상패, 상장, 부상 준비",제도,시상,후속 조치,"상패, 상장, 부상 준비 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,후속 조치,"상패, 상장, 부상 준비",제도,시상,후속 조치,"상패, 상장, 부상 준비 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,후속 조치,시상이력 입력,제도,시상,후속 조치,시상이력 입력 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,시상,후속 조치,시상금 지급,제도,시상,후속 조치,시상금 지급 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,후속 조치,시상금 지급,제도,시상,후속 조치,시상금 지급 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,시상,후속 조치,인사가점 조치,제도,시상,후속 조치,인사가점 조치 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,시상,후속 조치,인사가점 조치,제도,시상,후속 조치,인사가점 조치 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,가이드 수립/배포 및 시스템 준비,전사 징계규정 관리 (상벌규정),제도,징계,가이드 수립/배포 및 시스템 준비,전사 징계규정 관리 (상벌규정) 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
제도,징계,가이드 수립/배포 및 시스템 준비,전사 징계규정 관리 (상벌규정),제도,징계,가이드 수립/배포 및 시스템 준비,전사 징계규정 관리 (상벌규정) 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
제도,징계,가이드 수립/배포 및 시스템 준비,징계 운영 기조 및 기준 수립,제도,징계,가이드 수립/배포 및 시스템 준비,징계 운영 기조 및 기준 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
제도,징계,가이드 수립/배포 및 시스템 준비,징계 운영 기조 및 기준 수립,제도,징계,가이드 수립/배포 및 시스템 준비,징계 운영 기조 및 기준 수립 최종안 확정,HR,기획안 최종 의사결정
제도,징계,가이드 수립/배포 및 시스템 준비,징계양정 가이드 관리(인사포털),제도,징계,가이드 수립/배포 및 시스템 준비,징계양정 가이드 관리(인사포털) 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
제도,징계,가이드 수립/배포 및 시스템 준비,징계양정 가이드 관리(인사포털),제도,징계,가이드 수립/배포 및 시스템 준비,징계양정 가이드 관리(인사포털) 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
제도,징계,가이드 수립/배포 및 시스템 준비,징계시스템 운영/관리,제도,징계,가이드 수립/배포 및 시스템 준비,징계시스템 운영/관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
제도,징계,가이드 수립/배포 및 시스템 준비,징계시스템 운영/관리,제도,징계,가이드 수립/배포 및 시스템 준비,징계시스템 운영/관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
제도,징계,징계 검토 및 상벌위원회 운영,징계여부 및 양정수준 판단 (과거 유사사례 참고),제도,징계,징계 검토 및 상벌위원회 운영,징계여부 및 양정수준 판단 (과거 유사사례 참고) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,징계여부 및 양정수준 판단 (과거 유사사례 참고),제도,징계,징계 검토 및 상벌위원회 운영,징계여부 및 양정수준 판단 (과거 유사사례 참고) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,징계 관련 법무 검토,제도,징계,징계 검토 및 상벌위원회 운영,징계 관련 법무 검토 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,징계 관련 법무 검토,제도,징계,징계 검토 및 상벌위원회 운영,징계 관련 법무 검토 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,부의서 작성,제도,징계,징계 검토 및 상벌위원회 운영,부의서 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,징계,징계 검토 및 상벌위원회 운영,부의서 작성,제도,징계,징계 검토 및 상벌위원회 운영,부의서 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,징계,징계 검토 및 상벌위원회 운영,상벌위원 선정,제도,징계,징계 검토 및 상벌위원회 운영,상벌위원 선정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,상벌위원 선정,제도,징계,징계 검토 및 상벌위원회 운영,상벌위원 선정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 개최 통보,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 개최 통보 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 개최 통보,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 개최 통보 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 시나리오 작성,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 시나리오 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 시나리오 작성,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 시나리오 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 실시,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 실시 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,상벌위 실시,제도,징계,징계 검토 및 상벌위원회 운영,상벌위 실시 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 작성,제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 작성,제도,징계,징계 검토 및 상벌위원회 운영,징계의결서 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,징계,징계 검토 및 상벌위원회 운영,의결서 서명,제도,징계,징계 검토 및 상벌위원회 운영,의결서 서명 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,의결서 서명,제도,징계,징계 검토 및 상벌위원회 운영,의결서 서명 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,재심 신청,제도,징계,징계 검토 및 상벌위원회 운영,재심 신청 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,재심 신청,제도,징계,징계 검토 및 상벌위원회 운영,재심 신청 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,징계 검토 및 상벌위원회 운영,재심 상벌위원회,제도,징계,징계 검토 및 상벌위원회 운영,재심 상벌위원회 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,징계 검토 및 상벌위원회 운영,재심 상벌위원회,제도,징계,징계 검토 및 상벌위원회 운영,재심 상벌위원회 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,결과 안내,징계결과 통보서 작성,제도,징계,결과 안내,징계결과 통보서 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
제도,징계,결과 안내,징계결과 통보서 작성,제도,징계,결과 안내,징계결과 통보서 작성 기안서 확정,HR,내용 검토 및 기안 확정
제도,징계,결과 안내,본인 통보 (서면/대면),제도,징계,결과 안내,본인 통보 (서면/대면) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,결과 안내,본인 통보 (서면/대면),제도,징계,결과 안내,본인 통보 (서면/대면) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,결과 안내,징계결과 회신서류 입수/보관,제도,징계,결과 안내,징계결과 회신서류 입수/보관 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,결과 안내,징계결과 회신서류 입수/보관,제도,징계,결과 안내,징계결과 회신서류 입수/보관 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,후속 조치,징계이력 입력,제도,징계,후속 조치,징계이력 입력 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
제도,징계,후속 조치,급여지원센터 결과 공유 (성과급 차감 조치),제도,징계,후속 조치,급여지원센터 결과 공유 (성과급 차감 조치) 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
제도,징계,후속 조치,급여지원센터 결과 공유 (성과급 차감 조치),제도,징계,후속 조치,급여지원센터 결과 공유 (성과급 차감 조치) 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
제도,징계,후속 조치,보상 파트 결과 공유 (근태 조치),제도,징계,후속 조치,보상 파트 결과 공유 (근태 조치) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,후속 조치,보상 파트 결과 공유 (근태 조치),제도,징계,후속 조치,보상 파트 결과 공유 (근태 조치) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,후속 조치,부서/자리 이동 등 근무 조정 조치,제도,징계,후속 조치,부서/자리 이동 등 근무 조정 조치 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,후속 조치,부서/자리 이동 등 근무 조정 조치,제도,징계,후속 조치,부서/자리 이동 등 근무 조정 조치 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,징계,후속 조치,징계사례 활용 캠페인,제도,징계,후속 조치,징계사례 활용 캠페인 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
제도,징계,후속 조치,징계사례 활용 캠페인,제도,징계,후속 조치,징계사례 활용 캠페인 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약서 관리,제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약서 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약서 관리,제도,계약직/변호사 관리,표준/개별연봉 계약직 관리,계약서 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
