Activity_ID,L3(도메인),Redesign_L4,Redesign_L5,Redesign_L6,Cadence,Output Type,pre_dependency,seq,Digital Trace
V2-L6-0001,총무,의사결정·승인 프로세스 그룹,날인 및 증명서 관리 [기준확정],날인 및 증명서  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0539,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계4],가이드 수립 확정,상시,approval_doc,V2-L6-0538,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0540,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계5],가이드 수립 발송 완료,상시,notification_doc,V2-L6-0539,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0541,제도,심사·평가 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계6],시스템 준비 심사의결서 확정,상시,approval_doc,V2-L6-0540,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0542,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계7],배포 확정,상시,approval_doc,V2-L6-0541,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0543,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계8],배포 발송 완료,상시,notification_doc,V2-L6-0542,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0544,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계9],시스템 준비 결과통보서 발송 완료,상시,notification_doc,V2-L6-0543,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0545,제도,의사결정·승인 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [기준확정],대상자 확정/변경 (예외자/사유 확인) 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0546,제도,실행·반영 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [실행등록],중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,V2-L6-0545,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0547,제도,실행·반영 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [통보인계],중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,V2-L6-0546,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0548,제도,의사결정·승인 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계4],변경 (예외자 확정,상시,approval_doc,V2-L6-0547,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0549,제도,통보·핸드오프 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계5],변경 (예외자 발송 완료,상시,notification_doc,V2-L6-0548,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0550,제도,심사·평가 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계6],사유 확인) 심사의결서 확정,상시,approval_doc,V2-L6-0549,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0551,제도,통보·핸드오프 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계7],사유 확인) 결과통보서 발송 완료,상시,notification_doc,V2-L6-0550,7,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0552,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [기준확정],승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0553,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [실행등록],중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0552,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0554,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [통보인계],중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0553,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0555,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계4],승인자 확정,상시,approval_doc,V2-L6-0554,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0556,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계5],승인자 발송,상시,notification_doc,V2-L6-0555,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0557,제도,심사·평가 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계6],변경 심사의결서 확정,상시,approval_doc,V2-L6-0556,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0558,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계7],변경 결과통보서 발송 완료,상시,notification_doc,V2-L6-0557,7,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0559,제도,심사·평가 프로세스 그룹,역량진단 운영 및 임직원 소통 [기준확정],역량진단  및 임직원 소통 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0560,제도,심사·평가 프로세스 그룹,역량진단 운영 및 임직원 소통 [실행등록],중간 역량진단  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0559,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0561,제도,심사·평가 프로세스 그룹,역량진단 운영 및 임직원 소통 [통보인계],중간 역량진단  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0560,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0562,제도,심사·평가 프로세스 그룹,역량진단 운영 및 임직원 소통 [확장단계4],임직원 소통 심사의결서 확정,상시,approval_doc,V2-L6-0561,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0563,제도,심사·평가 프로세스 그룹,역량진단 운영 및 임직원 소통 [확장단계5],역량진단 발송 완료,상시,notification_doc,V2-L6-0562,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0564,제도,심사·평가 프로세스 그룹,역량진단 운영 및 임직원 소통 [확장단계6],임직원 소통 결과통보서 발송 완료,상시,notification_doc,V2-L6-0563,6,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0565,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [기준확정],결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0566,제도,실행·반영 프로세스 그룹,결과 분석/보고 및 결과 안내 [실행등록],중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,V2-L6-0565,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0567,제도,실행·반영 프로세스 그룹,결과 분석/보고 및 결과 안내 [통보인계],중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,V2-L6-0566,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0568,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계4],결과 분석 확정,상시,approval_doc,V2-L6-0567,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0569,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계5],결과 분석 발송 완료,상시,notification_doc,V2-L6-0568,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0570,제도,심사·평가 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계6],결과 안내 심사의결서 확정,상시,approval_doc,V2-L6-0569,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0571,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계7],보고 확정,상시,approval_doc,V2-L6-0570,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0572,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계8],보고 발송 완료,상시,notification_doc,V2-L6-0571,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0573,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계9],결과 안내 결과통보서 발송 완료,상시,notification_doc,V2-L6-0572,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0574,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [기준확정],가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0575,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [실행등록],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0574,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0576,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [통보인계],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0575,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0577,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계4],가이드 수립 확정,상시,approval_doc,V2-L6-0576,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0578,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계5],가이드 수립 발송 완료,상시,notification_doc,V2-L6-0577,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0579,제도,심사·평가 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계6],시스템 준비 심사의결서 확정,상시,approval_doc,V2-L6-0578,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0580,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계7],배포 확정,상시,approval_doc,V2-L6-0579,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0581,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계8],배포 발송 완료,상시,notification_doc,V2-L6-0580,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0582,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계9],시스템 준비 결과통보서 발송 완료,상시,notification_doc,V2-L6-0581,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0583,제도,의사결정·승인 프로세스 그룹,대상자 확정/변경 [기준확정],대상자 확정/변경 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0584,제도,실행·반영 프로세스 그룹,대상자 확정/변경 [실행등록],중간 대상자 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0583,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0585,제도,실행·반영 프로세스 그룹,대상자 확정/변경 [통보인계],중간 대상자 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0584,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0586,제도,통보·핸드오프 프로세스 그룹,대상자 확정/변경 [확장단계4],변경 결과통보서 발송 완료,상시,notification_doc,V2-L6-0585,4,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0587,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [기준확정],승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0588,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [실행등록],중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0587,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0589,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [통보인계],중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0588,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0590,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계4],승인자 확정,상시,approval_doc,V2-L6-0589,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0591,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계5],승인자 발송,상시,notification_doc,V2-L6-0590,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0592,제도,심사·평가 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계6],변경 심사의결서 확정,상시,approval_doc,V2-L6-0591,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0593,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계7],변경 결과통보서 발송 완료,상시,notification_doc,V2-L6-0592,7,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0594,제도,의사결정·승인 프로세스 그룹,승격 운영 및 임직원 소통 [기준확정],승격  및 임직원 소통 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0595,제도,실행·반영 프로세스 그룹,승격 운영 및 임직원 소통 [실행등록],중간 승격  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0594,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0596,제도,실행·반영 프로세스 그룹,승격 운영 및 임직원 소통 [통보인계],중간 승격  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0595,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0597,제도,심사·평가 프로세스 그룹,승격 운영 및 임직원 소통 [확장단계4],임직원 소통 심사의결서 확정,상시,approval_doc,V2-L6-0596,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0598,제도,통보·핸드오프 프로세스 그룹,승격 운영 및 임직원 소통 [확장단계5],승격 발송 완료,상시,notification_doc,V2-L6-0597,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0599,제도,통보·핸드오프 프로세스 그룹,승격 운영 및 임직원 소통 [확장단계6],임직원 소통 결과통보서 발송 완료,상시,notification_doc,V2-L6-0598,6,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0600,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [기준확정],결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0601,제도,실행·반영 프로세스 그룹,결과 분석/보고 및 결과 안내 [실행등록],중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,V2-L6-0600,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0602,제도,실행·반영 프로세스 그룹,결과 분석/보고 및 결과 안내 [통보인계],중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,V2-L6-0601,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0603,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계4],결과 분석 확정,상시,approval_doc,V2-L6-0602,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0604,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계5],결과 분석 발송 완료,상시,notification_doc,V2-L6-0603,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0605,제도,심사·평가 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계6],결과 안내 심사의결서 확정,상시,approval_doc,V2-L6-0604,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0606,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계7],보고 확정,상시,approval_doc,V2-L6-0605,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0607,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계8],보고 발송 완료,상시,notification_doc,V2-L6-0606,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0608,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계9],결과 안내 결과통보서 발송 완료,상시,notification_doc,V2-L6-0607,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0609,제도,의사결정·승인 프로세스 그룹,후속 조치 [기준확정],후속 조치 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0610,제도,실행·반영 프로세스 그룹,후속 조치 [실행등록],후속 조치 결과표 등록,상시,analysis_report,V2-L6-0609,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0611,제도,통보·핸드오프 프로세스 그룹,후속 조치 [통보인계],후속 조치 결과 통보 발송 완료,상시,notification_doc,V2-L6-0610,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0612,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [기준확정],가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0613,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [실행등록],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0612,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0614,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [통보인계],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0613,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0615,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계4],가이드 수립 확정,상시,approval_doc,V2-L6-0614,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0616,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계5],가이드 수립 발송 완료,상시,notification_doc,V2-L6-0615,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0617,제도,심사·평가 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계6],시스템 준비 심사의결서 확정,상시,approval_doc,V2-L6-0616,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0618,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계7],배포 확정,상시,approval_doc,V2-L6-0617,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0619,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계8],배포 발송 완료,상시,notification_doc,V2-L6-0618,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0620,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계9],시스템 준비 결과통보서 발송 완료,상시,notification_doc,V2-L6-0619,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0621,제도,의사결정·승인 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [기준확정],대상자 확정/변경 (예외자/사유 확인) 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0622,제도,실행·반영 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [실행등록],중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,V2-L6-0621,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0623,제도,실행·반영 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [통보인계],중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,V2-L6-0622,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0624,제도,의사결정·승인 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계4],변경 (예외자 확정,상시,approval_doc,V2-L6-0623,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0625,제도,통보·핸드오프 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계5],변경 (예외자 발송 완료,상시,notification_doc,V2-L6-0624,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0626,제도,심사·평가 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계6],사유 확인) 심사의결서 확정,상시,approval_doc,V2-L6-0625,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0627,제도,통보·핸드오프 프로세스 그룹,대상자 확정/변경 (예외자/사유 확인) [확장단계7],사유 확인) 결과통보서 발송 완료,상시,notification_doc,V2-L6-0626,7,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0628,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [기준확정],승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0629,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [실행등록],중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0628,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0630,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [통보인계],중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,V2-L6-0629,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0631,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계4],승인자 확정,상시,approval_doc,V2-L6-0630,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0632,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계5],승인자 발송,상시,notification_doc,V2-L6-0631,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0633,제도,심사·평가 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계6],변경 심사의결서 확정,상시,approval_doc,V2-L6-0632,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0634,제도,의사결정·승인 프로세스 그룹,승인자/부서장 매핑 확정/변경 [확장단계7],변경 결과통보서 발송 완료,상시,notification_doc,V2-L6-0633,7,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0635,제도,의사결정·승인 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [기준확정],연봉책정/계약  및 임직원 소통 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0636,제도,실행·반영 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [실행등록],중간 연봉책정/계약  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0635,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0637,제도,실행·반영 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [통보인계],중간 연봉책정/계약  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0636,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0638,제도,의사결정·승인 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [확장단계4],연봉책정 확정,상시,approval_doc,V2-L6-0637,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0639,제도,통보·핸드오프 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [확장단계5],연봉책정 발송 완료,상시,notification_doc,V2-L6-0638,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0640,제도,심사·평가 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [확장단계6],임직원 소통 심사의결서 확정,상시,approval_doc,V2-L6-0639,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0641,제도,의사결정·승인 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [확장단계7],계약 확정,상시,approval_doc,V2-L6-0640,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0642,제도,통보·핸드오프 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [확장단계8],계약 발송 완료,상시,notification_doc,V2-L6-0641,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0643,제도,통보·핸드오프 프로세스 그룹,연봉책정/계약 운영 및 임직원 소통 [확장단계9],임직원 소통 결과통보서 발송 완료,상시,notification_doc,V2-L6-0642,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0644,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [기준확정],결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0645,제도,실행·반영 프로세스 그룹,결과 분석/보고 및 결과 안내 [실행등록],중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,V2-L6-0644,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
