[Origin] L5 Name,[Origin] L6 Name,Activity_ID,[Current] L5 Name,[Current] L6 Name,Cadence,Output Type,Change_Logic,L3(도메인)
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0452,결과 분석/보고,중간 결과 분석/보고 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0453,결과 분석/보고,중간 결과 분석/보고 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0454,결과 분석/보고,결과 분석 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0455,결과 분석/보고,보고 심사의결서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0456,결과 분석/보고,보고 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0434,대상자 확정/변경,대상자 확정/변경 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0435,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0436,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0437,대상자 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0438,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0439,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0440,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0441,승인자/부서장 매핑 확정/변경,승인자 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0442,승인자/부서장 매핑 확정/변경,승인자 발송,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0443,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0444,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0445,운영 및 임직원 소통,및 임직원 소통 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0446,운영 및 임직원 소통,중간 및 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0447,운영 및 임직원 소통,중간 및 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0448,운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0449,운영 및 임직원 소통,발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0450,운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정,V2-L6-0574,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정,V2-L6-0575,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정,V2-L6-0576,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리,V2-L6-0577,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리,V2-L6-0578,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리,V2-L6-0579,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정,V2-L6-0580,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정,V2-L6-0581,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정,V2-L6-0582,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합,V2-L6-0600,결과 분석/보고 및 결과 안내,결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합,V2-L6-0601,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합,V2-L6-0602,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,발탁/핵심/신사업 등 승격 현황 분석,V2-L6-0603,결과 분석/보고 및 결과 안내,결과 분석 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,발탁/핵심/신사업 등 승격 현황 분석,V2-L6-0604,결과 분석/보고 및 결과 안내,결과 분석 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,최종 승격규모 및 승격안 작성/보고,V2-L6-0605,결과 분석/보고 및 결과 안내,결과 안내 심사의결서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,최종 승격규모 및 승격안 작성/보고,V2-L6-0606,결과 분석/보고 및 결과 안내,보고 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,승격 결과 메일링(직원/부서장),V2-L6-0607,결과 분석/보고 및 결과 안내,보고 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,승격 결과 메일링(직원/부서장),V2-L6-0608,결과 분석/보고 및 결과 안내,결과 안내 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
대상자 확정/변경,인사/재무 어학요건 미충족자 점검/사전안내,V2-L6-0583,대상자 확정/변경,대상자 확정/변경 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,제도
대상자 확정/변경,인사/재무 어학요건 미충족자 점검/사전안내,V2-L6-0584,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,제도
대상자 확정/변경,예외자 및 기타 사유 점검,V2-L6-0585,대상자 확정/변경,중간 대상자 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,제도
대상자 확정/변경,예외자 및 기타 사유 점검,V2-L6-0586,대상자 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 4단계 성과활동으로 분해,제도
승격 운영 및 임직원 소통,수신 대상자 정비,V2-L6-0594,승격 운영 및 임직원 소통,승격  및 임직원 소통 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
승격 운영 및 임직원 소통,"일정 안내(부서장용, 본인용)",V2-L6-0595,승격 운영 및 임직원 소통,중간 승격  및 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
승격 운영 및 임직원 소통,"본인지원 안내, 부서장 추천 안내",V2-L6-0596,승격 운영 및 임직원 소통,중간 승격  및 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
승격 운영 및 임직원 소통,부서장 추천 공지 (1/2차),V2-L6-0597,승격 운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
승격 운영 및 임직원 소통,특화역량 프로세스 운영,V2-L6-0598,승격 운영 및 임직원 소통,승격 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
승격 운영 및 임직원 소통,승격세션 프로세스 운영,V2-L6-0599,승격 운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,V2-L6-0587,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,V2-L6-0588,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,V2-L6-0589,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,V2-L6-0590,승인자/부서장 매핑 확정/변경,승인자 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0591,승인자/부서장 매핑 확정/변경,승인자 발송,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0592,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0593,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
후속 조치,승격사령장 준비,V2-L6-0609,후속 조치,후속 조치 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,신임 사령장 배포,V2-L6-0610,후속 조치,후속 조치 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,승격발령 반영,V2-L6-0611,후속 조치,후속 조치 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정),V2-L6-0653,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정),V2-L6-0654,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립,V2-L6-0655,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율",V2-L6-0656,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율",V2-L6-0657,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,심사위원회 구성,V2-L6-0658,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,심사 운영 일정,V2-L6-0659,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,심사 운영 일정,V2-L6-0660,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,V2-L6-0661,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
시상 운영 및 임직원 소통,포스터 제작,V2-L6-0662,시상 운영 및 임직원 소통,시상  및 임직원 소통 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보",V2-L6-0663,시상 운영 및 임직원 소통,중간 시상  및 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
시상 운영 및 임직원 소통,추천 과제 접수 진행,V2-L6-0664,시상 운영 및 임직원 소통,중간 시상  및 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
시상 운영 및 임직원 소통,제출과제 참여자 명단 1차 인사검증,V2-L6-0665,시상 운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
시상 운영 및 임직원 소통,각 분과별/사업부별 제출과제 취합,V2-L6-0666,시상 운영 및 임직원 소통,시상 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
시상 운영 및 임직원 소통,분과내 점수과제 심사기준 확정,V2-L6-0667,시상 운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
심사결과 취합/분석 및 최종 안내,주요 과제 내용 정리,V2-L6-0668,심사결과 취합/분석 및 최종 안내,심사결과 취합/분석 및 최종 안내 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,주요 과제 내용 정리,V2-L6-0669,심사결과 취합/분석 및 최종 안내,중간 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,심사결과 조율,V2-L6-0670,심사결과 취합/분석 및 최종 안내,중간 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,최종 선정안 작성,V2-L6-0671,심사결과 취합/분석 및 최종 안내,심사결과 취합 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,최종 선정안 작성,V2-L6-0672,심사결과 취합/분석 및 최종 안내,심사결과 취합 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,후보자 검증/정리,V2-L6-0673,심사결과 취합/분석 및 최종 안내,최종 안내 심사의결서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,수상자 개인별 안내,V2-L6-0674,심사결과 취합/분석 및 최종 안내,분석 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,수상자 개인별 안내,V2-L6-0675,심사결과 취합/분석 및 최종 안내,분석 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
심사결과 취합/분석 및 최종 안내,"부서장, 조직내 안내",V2-L6-0676,심사결과 취합/분석 및 최종 안내,최종 안내 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
후속 조치,시상식 준비/안내/실시/반응 보고,V2-L6-0677,후속 조치,후속 조치 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,"상패, 상장, 부상 준비",V2-L6-0678,후속 조치,후속 조치 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,시상금 지급,V2-L6-0679,후속 조치,후속 조치 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립,V2-L6-0495,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립,V2-L6-0496,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,평가 운영 가이드 수립,V2-L6-0497,가이드 수립/배포 및 시스템 준비,중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,V2-L6-0498,가이드 수립/배포 및 시스템 준비,가이드 수립 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,V2-L6-0499,가이드 수립/배포 및 시스템 준비,가이드 수립 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,업적평가 시스템 셋팅,V2-L6-0500,가이드 수립/배포 및 시스템 준비,시스템 준비 심사의결서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,업적평가 시스템 셋팅,V2-L6-0501,가이드 수립/배포 및 시스템 준비,배포 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,평가자 교육,V2-L6-0502,가이드 수립/배포 및 시스템 준비,배포 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
가이드 수립/배포 및 시스템 준비,평가자 교육,V2-L6-0503,가이드 수립/배포 및 시스템 준비,시스템 준비 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가 실시율 점검,V2-L6-0524,결과 분석/보고 및 결과 안내,결과 분석/보고 및 결과 안내 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가 실시율 점검,V2-L6-0525,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가 실시율 점검,V2-L6-0526,결과 분석/보고 및 결과 안내,중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가내용 분석,V2-L6-0527,결과 분석/보고 및 결과 안내,결과 분석 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가내용 분석,V2-L6-0528,결과 분석/보고 및 결과 안내,결과 분석 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,결과 보고서 작성,V2-L6-0529,결과 분석/보고 및 결과 안내,결과 안내 심사의결서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,결과 보고서 작성,V2-L6-0530,결과 분석/보고 및 결과 안내,보고 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가 결과 부서장/부서원 안내,V2-L6-0531,결과 분석/보고 및 결과 안내,보고 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
결과 분석/보고 및 결과 안내,평가 결과 부서장/부서원 안내,V2-L6-0532,결과 분석/보고 및 결과 안내,결과 안내 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,V2-L6-0504,대상자 확정/변경 (예외자/사유 확인),대상자 확정/변경 (예외자/사유 확인) 기준서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,V2-L6-0505,대상자 확정/변경 (예외자/사유 확인),중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,V2-L6-0506,대상자 확정/변경 (예외자/사유 확인),중간 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,V2-L6-0507,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,V2-L6-0508,대상자 확정/변경 (예외자/사유 확인),변경 (예외자 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,V2-L6-0509,대상자 확정/변경 (예외자/사유 확인),사유 확인) 심사의결서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,V2-L6-0510,대상자 확정/변경 (예외자/사유 확인),사유 확인) 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정,V2-L6-0511,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정,V2-L6-0512,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정,V2-L6-0513,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1/2/3차 평가자 점검/확정,V2-L6-0514,승인자/부서장 매핑 확정/변경,승인자 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0515,승인자/부서장 매핑 확정/변경,승인자 발송,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0516,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0517,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
업적평가 운영 / 임직원 소통,평가일정 전사 공지,V2-L6-0518,업적평가 운영 / 임직원 소통,업적평가  / 임직원 소통 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
업적평가 운영 / 임직원 소통,부서원/부서장 가이드 배포,V2-L6-0519,업적평가 운영 / 임직원 소통,중간 업적평가  / 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
업적평가 운영 / 임직원 소통,부서장 평가 및 평가의견 입력,V2-L6-0520,업적평가 운영 / 임직원 소통,중간 업적평가  / 임직원 소통 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
업적평가 운영 / 임직원 소통,부서장 평가면담 실시 및 결과 입력,V2-L6-0521,업적평가 운영 / 임직원 소통,업적평가 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
업적평가 운영 / 임직원 소통,본인 평가 (업무목표별 성과 작성),V2-L6-0522,업적평가 운영 / 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
업적평가 운영 / 임직원 소통,평가 공정성 설문조사,V2-L6-0523,업적평가 운영 / 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,연봉등급 검토/확정,V2-L6-0533,후속 조치,후속 조치 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,평가등급 반영,V2-L6-0534,후속 조치,후속 조치 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,제도
후속 조치,"평가 이의신청 (신청, 부서장 소명, 심사, 보고, 확정)",V2-L6-0535,후속 조치,후속 조치 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,제도
가이드 수립/배포 및 시스템 준비,팀/대직무별 Ground Rule 수립,V2-L6-0536,가이드 수립/배포 및 시스템 준비,가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
