[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
제도,역량진단,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,역량진단,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,역량진단,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,역량진단,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,역량진단,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,역량진단,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,역량진단,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,역량진단,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,역량진단,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,역량진단,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,역량진단,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 기초 자료 취합",Digital Worker,단순 데이터 수집
제도,역량진단,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,역량진단,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 최종 결과 확정",HR,담당자 최종 검토 및 확정
제도,역량진단,역량진단 운영 및 임직원 소통,안내문 작성 및 전사 메일링 안내,제도,역량진단,역량진단 운영 및 임직원 소통,안내문 작성 및 전사 메일링 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,역량진단,역량진단 운영 및 임직원 소통,안내문 작성 및 전사 메일링 안내,제도,역량진단,역량진단 운영 및 임직원 소통,안내문 작성 및 전사 메일링 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,역량진단,역량진단 운영 및 임직원 소통,부서원/부서장 가이드 배포,제도,역량진단,역량진단 운영 및 임직원 소통,부서원/부서장 가이드 배포 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,역량진단,역량진단 운영 및 임직원 소통,부서원/부서장 가이드 배포,제도,역량진단,역량진단 운영 및 임직원 소통,부서원/부서장 가이드 배포 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 사전/사후세션 운영,제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 사전/사후세션 운영 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 사전/사후세션 운영,제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 사전/사후세션 운영 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 사전/사후세션 운영,제도,역량진단,역량진단 운영 및 임직원 소통,역량진단 사전/사후세션 운영 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,역량진단,결과 분석/보고 및 결과 안내,진단 결과 분석,제도,역량진단,결과 분석/보고 및 결과 안내,진단 결과 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
제도,역량진단,결과 분석/보고 및 결과 안내,진단 결과 분석,제도,역량진단,결과 분석/보고 및 결과 안내,진단 결과 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
제도,역량진단,결과 분석/보고 및 결과 안내,고과요건 충족자 중 미충족자 확인,제도,역량진단,결과 분석/보고 및 결과 안내,고과요건 충족자 중 미충족자 확인 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,역량진단,결과 분석/보고 및 결과 안내,고과요건 충족자 중 미충족자 확인,제도,역량진단,결과 분석/보고 및 결과 안내,고과요건 충족자 중 미충족자 확인 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,역량진단,결과 분석/보고 및 결과 안내,미완료 부서장 최종 독려,제도,역량진단,결과 분석/보고 및 결과 안내,미완료 부서장 최종 독려 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,역량진단,결과 분석/보고 및 결과 안내,미완료 부서장 최종 독려,제도,역량진단,결과 분석/보고 및 결과 안내,미완료 부서장 최종 독려 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,역량진단,결과 분석/보고 및 결과 안내,결과 안내,제도,역량진단,결과 분석/보고 및 결과 안내,결과 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,역량진단,결과 분석/보고 및 결과 안내,결과 안내,제도,역량진단,결과 분석/보고 및 결과 안내,결과 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,승격,가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정,제도,승격,가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,승격,가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정,제도,승격,가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,승격,가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정,제도,승격,가이드 수립/배포 및 시스템 준비,승격 T/O 검토/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,승격,가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리,제도,승격,가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,승격,가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리,제도,승격,가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,승격,가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리,제도,승격,가이드 수립/배포 및 시스템 준비,승격 시스템 운영/관리 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,승격,가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정,제도,승격,가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,승격,가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정,제도,승격,가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,승격,가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정,제도,승격,가이드 수립/배포 및 시스템 준비,승격요건/승격점수 정비/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,승격,대상자 확정/변경,인사/재무 어학요건 미충족자 점검/사전안내,제도,승격,대상자 확정/변경,인사/재무 어학요건 미충족자 점검/사전안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,승격,대상자 확정/변경,인사/재무 어학요건 미충족자 점검/사전안내,제도,승격,대상자 확정/변경,인사/재무 어학요건 미충족자 점검/사전안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,승격,대상자 확정/변경,예외자 및 기타 사유 점검,제도,승격,대상자 확정/변경,예외자 및 기타 사유 점검 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,승격,대상자 확정/변경,예외자 및 기타 사유 점검,제도,승격,대상자 확정/변경,예외자 및 기타 사유 점검 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,승격,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,승격,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,승격,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,승격,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,승격,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,승격,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,승격,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,승격,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 기초 자료 취합",Digital Worker,단순 데이터 수집
제도,승격,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,승격,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 최종 결과 확정",HR,담당자 최종 검토 및 확정
제도,승격,승격 운영 및 임직원 소통,수신 대상자 정비,제도,승격,승격 운영 및 임직원 소통,수신 대상자 정비 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,승격,승격 운영 및 임직원 소통,수신 대상자 정비,제도,승격,승격 운영 및 임직원 소통,수신 대상자 정비 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,승격,승격 운영 및 임직원 소통,"일정 안내(부서장용, 본인용)",제도,승격,승격 운영 및 임직원 소통,"일정 안내(부서장용, 본인용) 문구 및 대상자 확정",HR,안내 내용의 적절성 검토
제도,승격,승격 운영 및 임직원 소통,"일정 안내(부서장용, 본인용)",제도,승격,승격 운영 및 임직원 소통,"일정 안내(부서장용, 본인용) 알림 발송",Digital Worker,시스템을 통한 일괄 전송
제도,승격,승격 운영 및 임직원 소통,"본인지원 안내, 부서장 추천 안내",제도,승격,승격 운영 및 임직원 소통,"본인지원 안내, 부서장 추천 안내 문구 및 대상자 확정",HR,안내 내용의 적절성 검토
제도,승격,승격 운영 및 임직원 소통,"본인지원 안내, 부서장 추천 안내",제도,승격,승격 운영 및 임직원 소통,"본인지원 안내, 부서장 추천 안내 알림 발송",Digital Worker,시스템을 통한 일괄 전송
제도,승격,승격 운영 및 임직원 소통,부서장 추천 공지 (1/2차),제도,승격,승격 운영 및 임직원 소통,부서장 추천 공지 (1/2차) 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,승격,승격 운영 및 임직원 소통,부서장 추천 공지 (1/2차),제도,승격,승격 운영 및 임직원 소통,부서장 추천 공지 (1/2차) 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,승격,승격 운영 및 임직원 소통,특화역량 프로세스 운영,제도,승격,승격 운영 및 임직원 소통,특화역량 프로세스 운영 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,승격,승격 운영 및 임직원 소통,특화역량 프로세스 운영,제도,승격,승격 운영 및 임직원 소통,특화역량 프로세스 운영 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,승격,승격 운영 및 임직원 소통,특화역량 프로세스 운영,제도,승격,승격 운영 및 임직원 소통,특화역량 프로세스 운영 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,승격,승격 운영 및 임직원 소통,승격세션 프로세스 운영,제도,승격,승격 운영 및 임직원 소통,승격세션 프로세스 운영 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,승격,승격 운영 및 임직원 소통,승격세션 프로세스 운영,제도,승격,승격 운영 및 임직원 소통,승격세션 프로세스 운영 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,승격,승격 운영 및 임직원 소통,승격세션 프로세스 운영,제도,승격,승격 운영 및 임직원 소통,승격세션 프로세스 운영 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,승격,결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합,제도,승격,결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,승격,결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합,제도,승격,결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,승격,결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합,제도,승격,결과 분석/보고 및 결과 안내,사업부 승격검토 결과 확정/취합 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,승격,결과 분석/보고 및 결과 안내,발탁/핵심/신사업 등 승격 현황 분석,제도,승격,결과 분석/보고 및 결과 안내,발탁/핵심/신사업 등 승격 현황 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
제도,승격,결과 분석/보고 및 결과 안내,발탁/핵심/신사업 등 승격 현황 분석,제도,승격,결과 분석/보고 및 결과 안내,발탁/핵심/신사업 등 승격 현황 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
제도,승격,결과 분석/보고 및 결과 안내,최종 승격규모 및 승격안 작성/보고,제도,승격,결과 분석/보고 및 결과 안내,최종 승격규모 및 승격안 작성/보고 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
제도,승격,결과 분석/보고 및 결과 안내,최종 승격규모 및 승격안 작성/보고,제도,승격,결과 분석/보고 및 결과 안내,최종 승격규모 및 승격안 작성/보고 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
제도,승격,결과 분석/보고 및 결과 안내,승격 결과 메일링(직원/부서장),제도,승격,결과 분석/보고 및 결과 안내,승격 결과 메일링(직원/부서장) 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,승격,결과 분석/보고 및 결과 안내,승격 결과 메일링(직원/부서장),제도,승격,결과 분석/보고 및 결과 안내,승격 결과 메일링(직원/부서장) 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,승격,후속 조치,승격사령장 준비,제도,승격,후속 조치,승격사령장 준비 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,승격,후속 조치,승격사령장 준비,제도,승격,후속 조치,승격사령장 준비 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,승격,후속 조치,승격사령장 준비,제도,승격,후속 조치,승격사령장 준비 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,승격,후속 조치,신임 사령장 배포,제도,승격,후속 조치,신임 사령장 배포 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,승격,후속 조치,신임 사령장 배포,제도,승격,후속 조치,신임 사령장 배포 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,승격,후속 조치,승격발령 반영,제도,승격,후속 조치,승격발령 반영 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
제도,승격,후속 조치,승격발령 반영,제도,승격,후속 조치,승격발령 반영 시스템 등록,Digital Worker,확정값의 기계적 적재
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,임직원 가이드 작성/배포 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자),제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자) 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자),제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉계약 예외 기준 가이드 배포(인사담당자) 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,연봉책정 시스템 셋팅 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템,제도,연봉책정/계약,가이드 수립/배포 및 시스템 준비,비연봉제 연간급여 시스템 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),예외자 및 기타 사유 점검 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정,제도,연봉책정/계약,대상자 확정/변경 (예외자/사유 확인),대상자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정,제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,1/2차 평가자 점검/확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 기초 자료 취합",Digital Worker,단순 데이터 수집
제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",제도,연봉책정/계약,승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행 최종 결과 확정",HR,담당자 최종 검토 및 확정
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,연봉책정 실시/가이드 안내 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영,제도,연봉책정/계약,연봉책정/계약 운영 및 임직원 소통,부서장 연봉조정 프로세스 운영 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연도별 연봉책정 현황 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,연봉계약서 안내 메일링 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내,제도,연봉책정/계약,결과 분석/보고 및 결과 안내,복직자 연봉 계약서 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정),제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정) 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정),제도,시상,가이드 수립/배포 및 시스템 준비,전사 시상규정 관리 (상벌규정) 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립,제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립,제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립,제도,시상,가이드 수립/배포 및 시스템 준비,시상별 운영 기조 및 기준 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율",제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율 기초 자료 취합",Digital Worker,단순 데이터 수집
제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율",제도,시상,가이드 수립/배포 및 시스템 준비,"시상 분야 신설, TO 재편 등 시상 규모 조율 최종 결과 확정",HR,담당자 최종 검토 및 확정
제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성,제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성,제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성,제도,시상,가이드 수립/배포 및 시스템 준비,심사위원회 구성 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정,제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정,제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정,제도,시상,가이드 수립/배포 및 시스템 준비,심사 운영 일정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비,제도,시상,가이드 수립/배포 및 시스템 준비,(사전) 분과별 심사기준 재정비 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
제도,시상,시상 운영 및 임직원 소통,포스터 제작,제도,시상,시상 운영 및 임직원 소통,포스터 제작 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,시상,시상 운영 및 임직원 소통,포스터 제작,제도,시상,시상 운영 및 임직원 소통,포스터 제작 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보",제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보 문구 및 대상자 확정",HR,안내 내용의 적절성 검토
제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보",제도,시상,시상 운영 및 임직원 소통,"녹스포털, DID 등 시상 홍보 알림 발송",Digital Worker,시스템을 통한 일괄 전송
제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링,제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링,제도,시상,시상 운영 및 임직원 소통,시상 안내 메일링 알림 발송,Digital Worker,시스템을 통한 일괄 전송
제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행,제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행,제도,시상,시상 운영 및 임직원 소통,추천 과제 접수 진행 참석 안내문 발송,Digital Worker,대상자 대량 알림
